"ID"	"R3.D10"	"R3.D21"
"a12031"	2.25206711704382e-08	5.26345497203451e-08
"a120624"	4.05372081067887e-09	3.64393036525466e-09
"a120781"	1.89173637831681e-07	3.88685905627164e-07
"a120817"	4.9545476574964e-08	2.42928691016977e-07
"a120885"	2.25206711704382e-08	2.51026314050877e-07
"a121098"	3.87355544131537e-07	4.37271643830559e-07
"a12111"	2.878141775582e-06	2.60743461691556e-06
"a12119"	1.17107490086279e-07	3.2795373287292e-07
"a121814"	9.00826846817528e-08	8.90738533728917e-08
"a121871"	1.04495914230833e-06	1.43732808851712e-06
"a121914"	1.08099221618103e-07	3.36051355906819e-07
"a121962"	4.05372081067887e-08	7.69274188220429e-08
"a121982"	9.9090953149928e-08	2.51026314050877e-07
"a122209"	3.87355544131537e-07	6.76151523330587e-07
"a122367"	1.80165369363506e-08	2.06489387364431e-07
"a122874"	1.5314056395898e-07	3.40100167423768e-07
"a123089"	5.40496108090517e-08	2.95563240737323e-07
"a123114"	4.05372081067887e-09	4.04881151694962e-08
"a123254"	4.81942363047377e-07	3.96783528661063e-07
"a123694"	4.05372081067887e-09	5.26345497203451e-08
"a12384"	4.09876215301975e-07	5.91126481474645e-07
"a123991"	2.56735651342995e-07	6.31614596644141e-07
"a124001"	5.40496108090517e-08	2.02440575847481e-07
"a124950"	5.85537450431393e-08	7.28786073050932e-08
"a124985"	2.25206711704382e-08	3.2390492135597e-08
"a125067"	1.80165369363506e-08	2.42928691016977e-07
"a125158"	1.35124027022629e-08	1.01220287923741e-07
"a125287"	4.30144819355369e-06	4.94764767371244e-06
"a125344"	1.21611624320366e-07	1.90294141296632e-07
"a125422"	3.15289396386135e-08	1.70050083711884e-07
"a126065"	6.75620135113146e-08	1.21464345508489e-07
"a126234"	1.73859581435783e-06	2.7248501509071e-06
"a126334"	3.55376191069515e-06	4.3241307001022e-06
"a126673"	5.63016779260955e-07	7.28786073050932e-07
"a126724"	4.86446497281465e-07	6.88297957881436e-07
"a127795"	4.50413423408764e-08	2.83416806186474e-08
"a128621"	2.25206711704382e-08	1.25513157025438e-07
"a129194"	1.30619892788542e-07	1.66001272194935e-07
"a129323"	7.20661477454022e-08	6.68053900296688e-07
"a129374"	7.70206954028986e-07	1.0526909944069e-06
"a129378"	2.25206711704382e-08	3.64393036525466e-08
"a129431"	1.30619892788542e-07	2.1053819888138e-07
"a129487"	6.30578792772269e-08	3.07709675288171e-07
"a129663"	4.09876215301975e-07	7.61176565186529e-07
"a130159"	4.50413423408764e-08	2.51026314050877e-07
"a130606"	1.78814129093279e-06	1.97177120875447e-06
"a131071"	7.65702819794898e-08	3.03660863771222e-07
"a131688"	2.34214980172557e-07	4.57515701415308e-07
"a131718"	2.52231517108908e-07	4.57515701415308e-07
"a131929"	4.50413423408764e-08	3.92734717144114e-07
"a132179"	3.18442290349996e-06	4.40915574195814e-06
"a132272"	3.60330738727011e-08	2.02440575847481e-07
"a132284"	5.85537450431393e-08	2.02440575847481e-08
"a132298"	4.05372081067887e-09	4.04881151694962e-09
"a132815"	3.96363812599712e-07	9.27177837381464e-07
"a132830"	3.78347275663362e-07	1.044593371373e-06
"a132849"	6.26074658538182e-07	9.15031402830615e-07
"a133000"	3.15289396386135e-08	4.04881151694962e-08
"a133169"	4.50413423408764e-09	4.45369266864459e-08
"a13343"	9.00826846817528e-09	1.33610780059338e-07
"a13370"	4.50413423408764e-08	1.61952460677985e-08
"a133720"	4.50413423408764e-08	1.98391764330532e-07
"a133765"	7.29669745922197e-07	1.49401144975441e-06
"a134303"	9.00826846817528e-09	5.26345497203451e-08
"a134676"	2.25206711704382e-08	1.37659591576287e-07
"a134885"	1.44132295490804e-07	6.55907465745839e-07
"a135311"	4.05372081067887e-09	3.64393036525466e-08
"a135393"	7.65702819794898e-08	4.45369266864459e-08
"a135903"	3.15289396386135e-08	2.22684633432229e-07
"a136041"	7.65702819794898e-08	3.07709675288171e-07
"a1362"	2.88264590981609e-07	3.96783528661063e-07
"a136322"	5.22479571154166e-07	1.0607886174408e-06
"a136341"	4.86446497281465e-07	6.4376103119499e-07
"a136688"	1.2746699882468e-06	1.57093886857645e-06
"a136909"	5.40496108090517e-08	9.31226648898413e-08
"a13746"	7.20661477454022e-08	1.74098895228834e-07
"a13753"	1.31520719635359e-06	2.06894268516126e-06
"a137647"	9.00826846817528e-09	1.0526909944069e-07
"a137728"	1.03595087384016e-07	3.11758486805121e-07
"a138011"	4.50413423408764e-09	1.33610780059338e-07
"a138150"	5.85537450431393e-08	1.33610780059338e-07
"a138246"	4.9545476574964e-08	4.08929963211912e-07
"a1383"	6.4859532970862e-07	1.04054455985605e-06
"a138334"	1.09900875311738e-06	1.25108275873743e-06
"a138360"	4.27892752238326e-07	7.89518245805177e-07
"a138511"	3.73843141429274e-07	4.69662135966156e-07
"a13870"	1.35124027022629e-08	5.26345497203451e-08
"a138833"	1.35124027022629e-08	1.61952460677985e-07
"a139267"	9.00826846817528e-09	6.88297957881436e-08
"a139303"	3.15289396386135e-08	2.1053819888138e-07
"a139624"	2.70248054045258e-08	1.0526909944069e-07
"a139647"	6.30578792772269e-08	2.34831067983078e-07
"a139794"	9.00826846817528e-09	3.64393036525466e-08
"a140137"	1.03595087384016e-07	8.09762303389925e-08
"a14044"	4.63925826111027e-07	1.0283981253052e-06
"a140446"	2.32863739902331e-06	2.63577629753421e-06
"a140496"	9.00826846817528e-08	2.95563240737323e-07
"a140798"	5.85537450431393e-08	2.1053819888138e-07
"a14097"	7.79215222497161e-07	1.32801017755948e-06
"a141213"	6.30578792772269e-08	1.41708403093237e-07
"a141240"	4.05372081067887e-09	9.31226648898413e-08
"a141268"	1.03595087384016e-07	2.91514429220373e-07
"a14175"	4.50413423408764e-09	6.07321727542444e-08
"a141790"	1.11252115581965e-06	1.32801017755948e-06
"a141826"	4.50413423408764e-08	1.25513157025438e-07
"a141868"	6.75620135113146e-08	5.66833612372947e-08
"a142298"	1.12603355852191e-07	6.4780984271194e-08
"a142428"	6.57603598176795e-07	1.22274107811879e-06
"a142486"	4.50413423408764e-08	3.52246601974617e-07
"a142664"	2.74752188279346e-07	3.2390492135597e-07
"a142681"	5.99049853133656e-07	1.13771603626284e-06
"a14282"	1.44132295490804e-07	3.64393036525466e-07
"a143052"	2.20702577470294e-07	3.92734717144114e-07
"a143384"	2.25206711704382e-08	2.42928691016977e-08
"a143441"	4.05372081067887e-09	1.90294141296632e-07
"a143605"	1.44132295490804e-07	3.2795373287292e-07
"a143835"	1.26115758554454e-07	7.69274188220429e-08
"a144483"	4.67979546921706e-06	3.87471262172079e-06
"a14459"	7.65702819794898e-08	2.46977502533927e-07
"a146410"	3.53124123952471e-06	4.42939979954289e-06
"a146519"	4.50413423408764e-08	2.22684633432229e-07
"a146760"	2.70248054045258e-08	2.83416806186474e-08
"a14681"	4.50413423408764e-08	4.00832340178013e-07
"a147021"	4.05372081067887e-09	1.49806026127136e-07
"a147146"	1.35124027022629e-08	1.29561968542388e-07
"a147155"	1.75661235129418e-07	7.4903013063568e-07
"a147361"	4.9545476574964e-08	3.11758486805121e-07
"a147472"	4.50413423408764e-09	7.69274188220429e-08
"a147739"	1.5314056395898e-07	2.42928691016977e-07
"a147745"	4.05372081067887e-09	2.34831067983078e-07
"a147946"	4.9545476574964e-08	1.25513157025438e-07
"a148139"	2.30611672785287e-06	2.41714047561893e-06
"a148317"	1.08099221618103e-07	1.45757214610186e-07
"a148650"	4.05372081067887e-08	2.42928691016977e-07
"a148821"	1.09000048464921e-06	1.22678988963574e-06
"a148901"	6.75620135113146e-08	2.1863582191528e-07
"a149033"	2.74752188279346e-07	2.67221560118675e-07
"a149152"	4.09876215301975e-07	8.86689722211968e-07
"a149157"	5.40496108090517e-08	1.61952460677985e-07
"a149452"	9.00826846817528e-08	2.71270371635625e-07
"a149608"	4.87347324128282e-06	5.04481915011923e-06
"a150149"	9.00826846817528e-09	1.86245329779683e-07
"a150854"	2.25206711704382e-07	4.08929963211912e-07
"a151120"	1.98181906299856e-07	2.55075125567826e-07
"a151123"	9.9090953149928e-08	2.1053819888138e-07
"a151157"	3.15289396386135e-07	8.86689722211968e-07
"a151308"	4.50413423408764e-09	1.13366722474589e-07
"a151408"	3.42314201790661e-07	6.64005088779738e-07
"a151566"	2.2971084593847e-07	5.66833612372947e-07
"a15219"	9.00826846817528e-09	7.69274188220429e-08
"a152203"	2.25206711704382e-08	4.04881151694962e-09
"a152333"	9.9090953149928e-08	3.68441848042416e-07
"a152656"	9.00826846817528e-08	1.86245329779683e-07
"a152755"	1.08099221618103e-07	2.30782256466129e-07
"a153013"	4.05372081067887e-08	8.50250418559421e-08
"a153019"	1.39628161256717e-07	2.55075125567826e-07
"a153383"	1.44132295490804e-07	8.25957549457723e-07
"a153830"	9.00826846817528e-08	4.37271643830559e-07
"a153860"	6.75620135113146e-08	3.72490659559365e-07
"a154086"	6.30578792772269e-08	2.22684633432229e-07
"a154312"	4.05372081067887e-09	3.64393036525466e-09
"a154676"	2.52231517108908e-07	4.85857382033955e-07
"a154713"	7.20661477454022e-08	1.21464345508489e-07
"a154901"	4.9545476574964e-08	2.1863582191528e-07
"a154902"	3.60330738727011e-08	1.70050083711884e-07
"a155345"	5.40496108090517e-08	1.98391764330532e-07
"a156055"	2.38719114406645e-07	3.60344225008517e-07
"a156334"	5.45000242324604e-07	1.08103267502555e-06
"a156845"	1.80165369363506e-08	2.06489387364431e-07
"a156891"	1.35124027022629e-08	2.83416806186474e-08
"a156942"	1.80165369363506e-08	8.09762303389925e-09
"a157"	1.80165369363506e-08	4.45369266864459e-08
"a157399"	3.60330738727011e-08	5.66833612372947e-08
"a157509"	4.05372081067887e-09	1.61952460677985e-08
"a15760"	1.35124027022629e-08	3.2390492135597e-08
"a157686"	3.96363812599712e-07	5.95175292991595e-07
"a157788"	7.65702819794898e-08	2.46977502533927e-07
"a158297"	2.02686040533944e-07	6.84249146364486e-07
"a158466"	3.15289396386135e-08	2.38879879500028e-07
"a158659"	2.25206711704382e-08	1.41708403093237e-07
"a158925"	3.61231565573829e-06	3.7370530301445e-06
"a158990"	1.08099221618103e-07	3.64393036525466e-07
"a159024"	2.43223248640732e-07	5.14199062652602e-07
"a159062"	4.50413423408764e-09	1.41708403093237e-07
"a159401"	3.60330738727011e-08	1.0931791095764e-07
"a159499"	3.15289396386135e-08	7.69274188220429e-08
"a159652"	1.79714955940097e-06	1.80576993655953e-06
"a159850"	9.45868189158404e-08	4.41320455347509e-07
"a15986"	1.51789323688753e-06	2.39284760651723e-06
"a160120"	1.35124027022629e-08	1.01220287923741e-07
"a160415"	1.21611624320366e-07	1.82196518262733e-07
"a160423"	2.92768725215696e-07	5.74931235406847e-07
"a160451"	3.60330738727011e-08	6.4780984271194e-08
"a160907"	7.65702819794898e-08	1.57903649161035e-07
"a161077"	9.00826846817528e-09	3.2390492135597e-08
"a161247"	3.60330738727011e-08	9.7171476406791e-08
"a16159"	1.48636429724892e-07	3.1985610983902e-07
"a161784"	9.00826846817528e-08	6.07321727542444e-07
"a162308"	2.02235627110535e-06	3.12973130260206e-06
"a162363"	2.70248054045258e-08	1.13366722474589e-07
"a162544"	3.15289396386135e-08	1.45757214610186e-07
"a162555"	3.28801799088398e-07	5.30394308720401e-07
"a162770"	2.2971084593847e-07	1.61952460677985e-07
"a16300"	3.15289396386135e-08	1.21464345508489e-07
"a163296"	4.50413423408764e-09	3.64393036525466e-08
"a163415"	2.38719114406645e-07	5.10150251135653e-07
"a16370"	3.15289396386135e-08	8.09762303389925e-09
"a163818"	2.70248054045258e-08	8.09762303389925e-09
"a163850"	4.50413423408764e-09	2.02440575847481e-08
"a163856"	8.10744162135775e-08	4.17027586245811e-07
"a164072"	1.03595087384016e-07	2.99612052254272e-07
"a164078"	5.85537450431393e-08	1.17415533991539e-07
"a164193"	1.35124027022629e-08	7.69274188220429e-08
"a16482"	4.50413423408764e-09	3.64393036525466e-08
"a164987"	4.05372081067887e-09	6.4780984271194e-08
"a16505"	2.70248054045258e-07	6.35663408161091e-07
"a165111"	1.35124027022629e-07	3.36051355906819e-07
"a165567"	9.1433924951979e-07	1.52235313037306e-06
"a165979"	1.01793433690381e-06	1.23893632418659e-06
"a166122"	4.05372081067887e-09	8.90738533728917e-08
"a166696"	2.70248054045258e-08	8.09762303389925e-08
"a166748"	4.9545476574964e-08	1.61952460677985e-07
"a167078"	2.38719114406645e-07	5.22296685686501e-07
"a167284"	1.17107490086279e-07	1.66001272194935e-07
"a16732"	2.11694309002119e-07	6.92346769398386e-07
"a167491"	2.88264590981609e-07	3.84637094110214e-07
"a1675"	1.80165369363506e-08	3.07709675288171e-07
"a167539"	5.85537450431393e-08	2.83416806186474e-07
"a167699"	1.52690150535571e-06	1.72074489470359e-06
"a167725"	6.75620135113146e-06	7.34049528022967e-06
"a167825"	4.50413423408764e-09	2.02440575847481e-08
"a167840"	1.30619892788542e-07	1.74098895228834e-07
"a167931"	4.05372081067887e-09	8.90738533728917e-08
"a168168"	3.08983608458412e-06	3.33622068996649e-06
"a168247"	1.21611624320366e-07	3.15807298322071e-07
"a168276"	1.84669503597593e-07	2.1458701039833e-07
"a168597"	3.60330738727011e-08	8.50250418559421e-08
"a168736"	5.40496108090517e-08	1.21464345508489e-07
"a168862"	8.10744162135775e-08	5.26345497203451e-08
"a16897"	1.80165369363506e-07	3.03660863771222e-07
"a168973"	4.50413423408764e-09	4.85857382033955e-08
"a169183"	4.05372081067887e-09	5.66833612372947e-08
"a169628"	1.08099221618103e-07	2.59123937084776e-07
"a169703"	4.9905807313691e-06	6.13394944817868e-06
"a169843"	9.00826846817528e-08	2.26733444949179e-07
"a169929"	4.05372081067887e-09	6.4780984271194e-08
"a170247"	3.15739809809543e-06	4.2836425849327e-06
"a170395"	5.40496108090517e-08	2.83416806186474e-08
"a170568"	1.75661235129418e-07	2.30782256466129e-07
"a170925"	1.01793433690381e-06	1.84220924021208e-06
"a17093"	3.15289396386135e-08	1.94342952813582e-07
"a17121"	5.85537450431393e-08	1.01220287923741e-07
"a171401"	7.74711088263074e-07	1.0931791095764e-06
"a17163"	1.39628161256717e-07	1.78147706745783e-07
"a171795"	4.05372081067887e-09	5.26345497203451e-08
"a171931"	3.22946424584084e-06	3.37265999361904e-06
"a172130"	2.25206711704382e-08	9.7171476406791e-08
"a17263"	4.50413423408764e-09	1.01220287923741e-07
"a17271"	6.30578792772269e-08	5.14199062652602e-07
"a173044"	4.90500218092144e-06	5.3768216945091e-06
"a173055"	9.27851652222053e-07	1.17820415143234e-06
"a173155"	2.52231517108908e-07	8.05713491872975e-07
"a173230"	1.80165369363506e-08	7.28786073050932e-08
"a173598"	6.39587061240445e-07	8.70494476144169e-07
"a174125"	9.9090953149928e-08	1.98391764330532e-07
"a174186"	4.05372081067887e-09	6.07321727542444e-08
"a174467"	6.30578792772269e-08	7.28786073050932e-08
"a174701"	7.20661477454022e-08	3.72490659559365e-07
"a174989"	3.60330738727011e-08	1.37659591576287e-07
"a175216"	1.35124027022629e-08	1.98391764330532e-07
"a175479"	8.10744162135775e-08	3.80588282593265e-07
"a175535"	2.70248054045258e-08	5.66833612372947e-08
"a175768"	6.30578792772269e-07	1.14986247081369e-06
"a175914"	9.9090953149928e-08	1.0526909944069e-07
"a176199"	1.36925680716264e-06	1.37659591576287e-06
"a176307"	1.30619892788542e-07	3.92734717144114e-07
"a176593"	4.05372081067887e-09	3.2390492135597e-08
"a176937"	1.7115710089533e-07	4.21076397762761e-07
"a177372"	4.05372081067887e-09	3.64393036525466e-09
"a178160"	1.25665345131045e-06	1.74098895228834e-06
"a178254"	1.44132295490804e-07	5.06101439618703e-07
"a178373"	6.53099463942708e-07	9.96007633169607e-07
"a178508"	4.9545476574964e-08	2.06489387364431e-07
"a178554"	4.9545476574964e-08	6.07321727542444e-08
"a178559"	1.72057927742148e-06	2.51836076354267e-06
"a17919"	1.40979401526943e-06	2.00011288937311e-06
"a179233"	2.43223248640732e-07	6.92346769398386e-07
"a179455"	3.07181954764777e-06	3.35646474755124e-06
"a179526"	4.05372081067887e-08	2.59123937084776e-07
"a179783"	1.03595087384016e-07	4.00832340178013e-07
"a179858"	4.9545476574964e-08	3.11758486805121e-07
"a1800"	1.57644698193067e-07	1.0931791095764e-07
"a180089"	1.44132295490804e-07	1.01220287923741e-07
"a181245"	2.25206711704382e-08	2.02440575847481e-07
"a181349"	3.78347275663362e-07	3.48197790457668e-07
"a181352"	2.70248054045258e-08	4.45369266864459e-08
"a181433"	9.00826846817528e-09	2.83416806186474e-08
"a181493"	6.75620135113146e-08	8.50250418559421e-08
"a181786"	4.50413423408764e-08	1.0931791095764e-07
"a18221"	4.05372081067887e-09	3.64393036525466e-08
"a182400"	4.9545476574964e-08	9.7171476406791e-08
"a182889"	1.30619892788542e-07	8.09762303389925e-08
"a182931"	4.05372081067887e-09	1.0931791095764e-07
"a182935"	4.50413423408764e-09	1.25513157025438e-07
"a183238"	3.15289396386135e-08	1.01220287923741e-07
"a183251"	4.50413423408764e-08	6.4780984271194e-08
"a183293"	5.40496108090517e-08	2.67221560118675e-07
"a183296"	2.56735651342995e-07	7.24737261533983e-07
"a183460"	3.15289396386135e-08	3.88685905627164e-07
"a183589"	7.20661477454022e-08	3.92734717144114e-07
"a183780"	1.80615782786914e-06	2.31592018769519e-06
"a183860"	4.50413423408764e-08	1.01220287923741e-07
"a18395"	1.19809970626731e-06	1.6640615334663e-06
"a184000"	1.03595087384016e-07	2.99612052254272e-07
"a184425"	3.15289396386135e-08	5.26345497203451e-08
"a184885"	4.50413423408764e-09	1.82196518262733e-07
"a184898"	4.50413423408764e-08	6.4780984271194e-08
"a185180"	4.50413423408764e-08	5.26345497203451e-08
"a18563"	4.50413423408764e-08	1.53854837644086e-07
"a185718"	3.15289396386135e-08	7.69274188220429e-08
"a185725"	5.06715101334859e-06	7.57532634821275e-06
"a185741"	1.57644698193067e-07	2.1863582191528e-07
"a185878"	2.25206711704382e-07	3.96783528661063e-07
"a186895"	7.65702819794898e-08	2.38879879500028e-07
"a187093"	2.9141748494547e-06	3.7208577840767e-06
"a187232"	5.85537450431393e-08	4.2917402079666e-07
"a187376"	4.05372081067887e-09	1.0526909944069e-07
"a187387"	4.05372081067887e-08	4.45369266864459e-08
"a187724"	7.20661477454022e-08	2.02440575847481e-07
"a188251"	1.48636429724892e-07	2.75319183152574e-07
"a188403"	4.50413423408764e-09	9.31226648898413e-08
"a188531"	4.05372081067887e-09	5.26345497203451e-08
"a18889"	2.25206711704382e-06	2.76533826607659e-06
"a189229"	4.50413423408764e-08	1.74098895228834e-07
"a189360"	8.10744162135775e-08	1.13366722474589e-07
"a189521"	1.20710797473549e-06	1.12152079019505e-06
"a189585"	1.80165369363506e-08	9.31226648898413e-08
"a190001"	4.50413423408764e-08	2.46977502533927e-07
"a190621"	3.2429766485431e-07	7.44981319118731e-07
"a190919"	1.30619892788542e-07	3.48197790457668e-07
"a191450"	5.76529181963218e-07	8.90738533728917e-07
"a191638"	4.68429960345114e-07	1.17010652839844e-06
"a19188"	1.30619892788542e-07	5.02052628101753e-07
"a191980"	2.56735651342995e-07	2.71270371635625e-07
"a192345"	9.00826846817528e-08	9.7171476406791e-08
"a192621"	4.9545476574964e-08	4.17027586245811e-07
"a192764"	4.9545476574964e-07	1.15796009384759e-06
"a193428"	9.00826846817528e-09	8.50250418559421e-08
"a193962"	5.85537450431393e-08	2.38879879500028e-07
"a19418"	7.29669745922197e-07	1.0607886174408e-06
"a194219"	4.05372081067887e-08	1.49806026127136e-07
"a194306"	2.29260432515061e-06	2.46572621382232e-06
"a195049"	3.60330738727011e-08	1.29561968542388e-07
"a195152"	4.81942363047377e-07	4.93955005067854e-07
"a195504"	1.39628161256717e-07	6.27565785127192e-07
"a195953"	4.50413423408764e-09	1.21464345508489e-08
"a196073"	9.45868189158404e-08	5.91126481474645e-07
"a196327"	1.75661235129418e-07	3.80588282593265e-07
"a19699"	2.70248054045258e-08	3.64393036525466e-08
"a197544"	6.30578792772269e-08	3.48197790457668e-07
"a198117"	4.50413423408764e-09	2.02440575847481e-08
"a198931"	6.65260626374744e-06	6.4780984271194e-06
"a19905"	9.1433924951979e-07	1.28752206238998e-06
"a199082"	1.35124027022629e-08	1.21464345508489e-07
"a19913"	7.52190417092636e-07	8.17859926423824e-07
"a19993"	1.35124027022629e-07	4.2917402079666e-07
"a199953"	6.6661186664497e-07	9.27177837381464e-07
"a200184"	8.55785504476651e-08	2.71270371635625e-07
"a200435"	4.05372081067887e-09	8.09762303389925e-08
"a20089"	9.00826846817528e-09	1.13366722474589e-07
"a201453"	1.44132295490804e-07	3.92734717144114e-07
"a201647"	1.35124027022629e-08	1.74098895228834e-07
"a202430"	5.26983705388254e-07	1.0850814865425e-06
"a202827"	3.60330738727011e-07	4.04881151694962e-07
"a202989"	1.28367825671498e-06	1.38469353879677e-06
"a203035"	4.05372081067887e-09	4.04881151694962e-09
"a203165"	6.30578792772269e-08	2.51026314050877e-07
"a203422"	2.08991828461666e-06	2.30782256466129e-06
"a203500"	1.30619892788542e-06	1.65191509891545e-06
"a20359"	4.05372081067887e-09	1.53854837644086e-07
"a204037"	2.07190174768031e-07	5.384919317543e-07
"a204140"	7.65702819794898e-08	2.42928691016977e-07
"a204264"	2.65743919811171e-07	6.51858654228889e-07
"a204484"	4.05372081067887e-08	8.09762303389925e-08
"a20485"	1.41429814950352e-06	2.00416170089006e-06
"a205197"	1.08099221618103e-07	8.50250418559421e-08
"a205526"	2.79256322513434e-07	6.64005088779738e-07
"a205673"	6.75620135113146e-08	1.98391764330532e-07
"a205676"	1.35124027022629e-08	8.50250418559421e-08
"a205771"	4.05372081067887e-08	1.74098895228834e-07
"a205806"	3.06281127917959e-07	4.53466889898358e-07
"a2060"	7.20661477454022e-08	3.96783528661063e-07
"a206074"	4.05372081067887e-08	3.2390492135597e-08
"a20620"	2.88264590981609e-07	7.5307894215263e-07
"a206410"	1.26115758554454e-07	3.07709675288171e-07
"a206611"	4.05372081067887e-08	9.31226648898413e-08
"a206621"	5.40496108090517e-08	3.40100167423768e-07
"a206865"	1.30169479365133e-06	1.05673980592385e-06
"a206876"	3.15289396386135e-08	2.1053819888138e-07
"a206879"	1.44132295490804e-07	5.06101439618703e-07
"a207072"	1.26115758554454e-07	2.79367994669524e-07
"a207313"	4.05372081067887e-09	5.26345497203451e-08
"a207913"	9.9090953149928e-08	1.17415533991539e-07
"a208156"	5.40496108090517e-08	1.49806026127136e-07
