"ID"	"R3.D10"	"R3.D21"
"a119390"	1.12603355852191e-07	3.64393036525466e-09
"a120064"	3.42314201790661e-07	7.28786073050932e-08
"a120181"	1.35124027022629e-08	3.64393036525466e-09
"a12055"	1.39628161256717e-07	4.85857382033955e-08
"a120624"	4.05372081067887e-09	3.64393036525466e-09
"a120626"	3.19793530620222e-07	1.0526909944069e-07
"a12071"	5.26983705388254e-07	1.33610780059338e-07
"a120889"	2.79256322513434e-07	1.41708403093237e-07
"a120929"	4.05372081067887e-08	3.64393036525466e-09
"a120938"	1.03595087384016e-07	1.21464345508489e-08
"a12111"	2.878141775582e-06	2.60743461691556e-06
"a121252"	8.55785504476651e-08	4.04881151694962e-08
"a121470"	3.60330738727011e-07	1.21464345508489e-08
"a121472"	5.85537450431393e-08	1.61952460677985e-08
"a121548"	5.85537450431393e-08	4.04881151694962e-09
"a121744"	5.99049853133656e-07	1.49806026127136e-07
"a12181"	6.03553987367743e-07	3.84637094110214e-07
"a121917"	1.17107490086279e-07	2.02440575847481e-08
"a12195"	3.42314201790661e-07	1.29561968542388e-07
"a122102"	1.64851312967608e-06	6.51858654228889e-07
"a122318"	3.60330738727011e-07	1.49806026127136e-07
"a122319"	2.35566220442783e-06	1.29966849694083e-06
"a122640"	2.25657125127791e-06	1.32801017755948e-06
"a122851"	3.10785262152047e-07	3.64393036525466e-08
"a122904"	3.55826604492923e-07	5.66833612372947e-08
"a123254"	4.81942363047377e-07	3.96783528661063e-07
"a12342"	2.83760456747521e-07	3.2390492135597e-08
"a123538"	2.70248054045258e-07	7.28786073050932e-08
"a123603"	1.62148832427155e-07	1.21464345508489e-08
"a123610"	8.55785504476651e-08	3.64393036525466e-09
"a124857"	2.74752188279346e-07	6.88297957881436e-08
"a125093"	9.9090953149928e-08	3.64393036525466e-09
"a125145"	3.01776993683872e-07	9.7171476406791e-08
"a125166"	9.00826846817528e-08	2.83416806186474e-08
"a125191"	4.008679468338e-07	8.09762303389925e-09
"a125296"	1.80165369363506e-08	4.04881151694962e-09
"a125362"	9.68388860328842e-07	4.41320455347509e-07
"a12546"	3.19793530620222e-07	1.01220287923741e-07
"a125579"	1.62148832427155e-07	4.04881151694962e-09
"a125701"	8.55785504476651e-08	2.42928691016977e-08
"a125804"	2.38719114406645e-07	9.31226648898413e-08
"a125844"	2.02686040533944e-07	2.83416806186474e-08
"a125871"	1.35124027022629e-08	3.64393036525466e-09
"a126288"	4.81942363047377e-07	1.25513157025438e-07
"a126306"	2.25206711704382e-08	4.04881151694962e-09
"a12631"	1.21611624320366e-07	3.64393036525466e-09
"a126519"	3.60330738727011e-08	3.64393036525466e-09
"a126676"	6.30578792772269e-08	3.64393036525466e-09
"a126716"	4.9545476574964e-08	3.64393036525466e-09
"a126752"	4.63925826111027e-07	2.87465617703423e-07
"a126956"	1.93677772065768e-07	9.31226648898413e-08
"a12742"	1.30619892788542e-07	5.66833612372947e-08
"a127443"	1.80165369363506e-07	3.64393036525466e-08
"a127795"	4.50413423408764e-08	2.83416806186474e-08
"a127924"	8.10744162135775e-08	4.04881151694962e-09
"a127975"	4.50413423408764e-08	4.04881151694962e-09
"a12801"	8.55785504476651e-08	4.04881151694962e-09
"a128540"	2.52231517108908e-06	1.89889260144937e-06
"a128985"	1.66652966661243e-07	1.21464345508489e-08
"a129433"	1.21611624320366e-07	1.61952460677985e-08
"a129489"	2.07190174768031e-07	4.45369266864459e-08
"a129617"	8.10744162135775e-08	3.2390492135597e-08
"a129877"	3.51322470258836e-07	8.09762303389925e-08
"a129922"	3.19793530620222e-07	6.4780984271194e-08
"a130027"	2.02686040533944e-07	5.66833612372947e-08
"a13005"	2.74752188279346e-07	3.64393036525466e-08
"a13007"	1.48636429724892e-07	4.04881151694962e-09
"a130113"	2.20702577470294e-07	8.09762303389925e-09
"a130116"	2.74752188279346e-07	5.66833612372947e-08
"a130593"	1.7115710089533e-07	6.07321727542444e-08
"a1306"	2.56735651342995e-07	6.4780984271194e-08
"a130620"	1.75661235129418e-07	3.2390492135597e-08
"a130683"	2.65743919811171e-07	6.4780984271194e-08
"a130716"	7.65702819794898e-08	8.09762303389925e-09
"a130821"	1.39628161256717e-07	5.66833612372947e-08
"a131457"	1.44132295490804e-07	3.64393036525466e-09
"a131546"	3.15289396386135e-08	1.21464345508489e-08
"a131829"	4.9545476574964e-08	3.64393036525466e-09
"a132074"	1.80165369363506e-07	3.64393036525466e-09
"a132284"	5.85537450431393e-08	2.02440575847481e-08
"a132293"	1.62148832427155e-07	2.02440575847481e-08
"a132298"	4.05372081067887e-09	4.04881151694962e-09
"a132485"	2.4772738287482e-07	4.85857382033955e-08
"a132994"	2.65743919811171e-07	8.09762303389925e-08
"a133251"	4.8104153620056e-06	4.17837348549201e-06
"a133447"	1.93677772065768e-07	4.45369266864459e-08
"a13370"	4.50413423408764e-08	1.61952460677985e-08
"a133761"	1.12603355852191e-07	2.83416806186474e-08
"a133800"	2.79256322513434e-07	1.01220287923741e-07
"a134466"	1.26115758554454e-07	3.64393036525466e-09
"a134886"	8.55785504476651e-08	8.09762303389925e-09
"a135359"	3.33305933322485e-07	1.78147706745783e-07
"a135393"	7.65702819794898e-08	4.45369266864459e-08
"a135686"	2.25206711704382e-07	3.64393036525466e-08
"a135725"	2.61239785577083e-07	1.21464345508489e-07
"a135888"	1.03595087384016e-07	3.64393036525466e-09
"a136323"	4.36901020706501e-07	9.31226648898413e-08
"a136465"	1.21611624320366e-07	4.04881151694962e-09
"a136576"	8.10744162135775e-08	3.64393036525466e-09
"a13684"	1.39628161256717e-07	4.04881151694962e-09
"a137092"	1.08099221618103e-07	1.61952460677985e-08
"a137247"	2.79256322513434e-07	5.66833612372947e-08
"a137650"	7.20661477454022e-08	2.02440575847481e-08
"a137682"	1.17107490086279e-07	2.02440575847481e-08
"a138493"	2.70248054045258e-08	3.64393036525466e-09
"a138680"	2.50429863415273e-06	1.81386755959343e-06
"a138760"	2.65743919811171e-07	1.13366722474589e-07
"a138790"	2.88264590981609e-07	6.4780984271194e-08
"a138798"	2.2971084593847e-07	2.02440575847481e-08
"a138955"	2.95921619179558e-06	2.25518801494094e-06
"a139318"	1.93677772065768e-07	4.04881151694962e-08
"a139392"	2.20702577470294e-07	4.04881151694962e-08
"a139632"	5.08967168451903e-07	1.90294141296632e-07
"a13979"	2.07190174768031e-07	2.02440575847481e-08
"a13990"	1.35574440446038e-06	1.0607886174408e-06
"a140019"	2.38719114406645e-07	8.09762303389925e-09
"a140137"	1.03595087384016e-07	8.09762303389925e-08
"a14137"	1.08099221618103e-07	8.09762303389925e-09
"a141482"	2.20702577470294e-07	3.64393036525466e-08
"a141621"	1.03595087384016e-07	1.21464345508489e-08
"a14177"	1.03595087384016e-07	3.64393036525466e-09
"a141787"	2.25206711704382e-07	8.09762303389925e-09
"a141832"	1.57644698193067e-07	3.64393036525466e-08
"a141868"	6.75620135113146e-08	5.66833612372947e-08
"a141953"	1.30619892788542e-07	2.02440575847481e-08
"a142263"	4.008679468338e-07	8.50250418559421e-08
"a142298"	1.12603355852191e-07	6.4780984271194e-08
"a142304"	1.50438083418527e-06	1.20654583205099e-06
"a142317"	1.7115710089533e-07	1.61952460677985e-08
"a142686"	2.56735651342995e-07	6.4780984271194e-08
"a14276"	3.64834872961099e-07	2.83416806186474e-08
"a142931"	3.69339007195186e-07	2.83416806186474e-08
"a143127"	1.39628161256717e-07	4.04881151694962e-08
"a143148"	2.11694309002119e-07	7.69274188220429e-08
"a143384"	2.25206711704382e-08	2.42928691016977e-08
"a143387"	2.11694309002119e-07	4.04881151694962e-09
"a143635"	2.16198443236207e-07	4.04881151694962e-09
"a143667"	4.05372081067887e-07	5.66833612372947e-08
"a143728"	1.93677772065768e-07	3.2390492135597e-08
"a143755"	1.12603355852191e-07	2.83416806186474e-08
"a143820"	3.60330738727011e-08	8.09762303389925e-09
"a143835"	1.26115758554454e-07	7.69274188220429e-08
"a143950"	7.20661477454022e-08	3.64393036525466e-09
"a144055"	1.30619892788542e-07	8.09762303389925e-09
"a144057"	1.12603355852191e-07	2.42928691016977e-08
"a144117"	1.75661235129418e-07	1.0526909944069e-07
"a144311"	1.7115710089533e-07	2.02440575847481e-08
"a144362"	2.34214980172557e-07	4.85857382033955e-08
"a144483"	4.67979546921706e-06	3.87471262172079e-06
"a144524"	1.62148832427155e-07	1.61952460677985e-08
"a144586"	2.25206711704382e-08	3.64393036525466e-09
"a144839"	4.96806006019867e-06	3.8099316374496e-06
"a144870"	1.35124027022629e-08	3.64393036525466e-09
"a145518"	2.74752188279346e-07	3.64393036525466e-08
"a145801"	1.39628161256717e-07	8.09762303389925e-09
"a145988"	7.65702819794898e-08	3.64393036525466e-09
"a146552"	1.50438083418527e-06	8.46201607042471e-07
"a146760"	2.70248054045258e-08	2.83416806186474e-08
"a146873"	4.0807456160834e-06	3.05685269529697e-06
"a146960"	2.25206711704382e-08	3.64393036525466e-09
"a146981"	9.00826846817528e-08	2.02440575847481e-08
"a147973"	3.28801799088398e-07	5.26345497203451e-08
"a148139"	2.30611672785287e-06	2.41714047561893e-06
"a148670"	1.5314056395898e-07	4.85857382033955e-08
"a149172"	7.65702819794898e-08	3.64393036525466e-09
"a149279"	1.5314056395898e-07	3.64393036525466e-08
"a149390"	1.0945046188833e-06	3.80588282593265e-07
"a149830"	3.37810067556573e-07	8.50250418559421e-08
"a149920"	4.09876215301975e-07	8.50250418559421e-08
"a150239"	1.30619892788542e-07	4.04881151694962e-09
"a150255"	1.66652966661243e-07	4.04881151694962e-09
"a150369"	1.98181906299856e-07	9.7171476406791e-08
"a150545"	1.30619892788542e-07	3.64393036525466e-09
"a150590"	1.66652966661243e-07	2.42928691016977e-08
"a150703"	9.1433924951979e-07	1.53854837644086e-07
"a151140"	3.60330738727011e-08	1.21464345508489e-08
"a151228"	2.83760456747521e-07	9.31226648898413e-08
"a151611"	1.80165369363506e-07	1.61952460677985e-08
"a1518"	7.56694551326723e-07	2.87465617703423e-07
"a151944"	3.91859678365625e-07	2.83416806186474e-08
"a152000"	9.45868189158404e-08	1.61952460677985e-08
"a152016"	1.66652966661243e-07	2.02440575847481e-08
"a152203"	2.25206711704382e-08	4.04881151694962e-09
"a152235"	2.2971084593847e-07	1.21464345508489e-08
"a15227"	3.28801799088398e-07	1.29561968542388e-07
"a152653"	1.84669503597593e-07	8.09762303389925e-09
"a152851"	2.92768725215696e-07	9.7171476406791e-08
"a153195"	2.02686040533944e-07	4.45369266864459e-08
"a153829"	3.60330738727011e-07	4.45369266864459e-08
"a153962"	1.5314056395898e-07	8.09762303389925e-09
"a154223"	5.08967168451903e-07	2.38879879500028e-07
"a154312"	4.05372081067887e-09	3.64393036525466e-09
"a154581"	1.66652966661243e-07	3.2390492135597e-08
"a15474"	1.12603355852191e-07	3.64393036525466e-09
"a154846"	4.05372081067887e-07	2.02440575847481e-08
"a1550"	3.60330738727011e-08	1.21464345508489e-08
"a155292"	7.20661477454022e-08	3.64393036525466e-09
"a155613"	1.98181906299856e-07	1.61952460677985e-08
"a155948"	1.5314056395898e-07	3.64393036525466e-09
"a15611"	1.66652966661243e-07	4.45369266864459e-08
"a156331"	7.20661477454022e-08	4.04881151694962e-09
"a156343"	1.55392631076024e-06	9.75763575584859e-07
"a1567"	3.15289396386135e-07	8.50250418559421e-08
"a156942"	1.80165369363506e-08	8.09762303389925e-09
"a156988"	2.65743919811171e-07	4.45369266864459e-08
"a15700"	1.75661235129418e-07	1.61952460677985e-08
"a157103"	1.21611624320366e-07	2.83416806186474e-08
"a15729"	1.62148832427155e-07	4.85857382033955e-08
"a157920"	1.80165369363506e-07	4.04881151694962e-08
"a157936"	1.35124027022629e-07	3.64393036525466e-08
"a158865"	3.28801799088398e-07	6.88297957881436e-08
"a159140"	3.78347275663362e-07	7.69274188220429e-08
"a159510"	3.15289396386135e-08	3.64393036525466e-09
"a159589"	2.25206711704382e-07	3.64393036525466e-08
"a159664"	1.35124027022629e-08	4.04881151694962e-09
"a159666"	1.66652966661243e-07	4.45369266864459e-08
"a159726"	7.88223490965337e-07	5.18247874169552e-07
"a160193"	1.62148832427155e-07	4.04881151694962e-08
"a160585"	1.15756249816052e-06	6.35663408161091e-07
"a160785"	4.14380349536063e-07	6.88297957881436e-08
"a161162"	2.74752188279346e-07	4.04881151694962e-08
"a161210"	5.40496108090517e-07	1.41708403093237e-07
"a161300"	1.89173637831681e-07	2.83416806186474e-08
"a161457"	3.06281127917959e-07	4.45369266864459e-08
"a161787"	1.39628161256717e-07	9.31226648898413e-08
"a161888"	4.72934094579202e-07	8.09762303389925e-08
"a161940"	2.07190174768031e-07	3.64393036525466e-08
"a162049"	2.79256322513434e-07	8.09762303389925e-09
"a162120"	5.90041584665481e-07	1.21464345508489e-07
"a162319"	1.89173637831681e-07	3.64393036525466e-09
"a162521"	1.08099221618103e-07	2.02440575847481e-08
"a162555"	3.28801799088398e-07	5.30394308720401e-07
"a162770"	2.2971084593847e-07	1.61952460677985e-07
"a162802"	3.15289396386135e-07	5.66833612372947e-08
"a162851"	1.79714955940097e-06	9.6361714103401e-07
"a163044"	4.14380349536063e-07	1.0526909944069e-07
"a163146"	1.66652966661243e-07	1.61952460677985e-08
"a16334"	3.33305933322485e-07	1.53854837644086e-07
"a163551"	1.62148832427155e-07	2.02440575847481e-08
"a163650"	2.79256322513434e-07	2.42928691016977e-08
"a16370"	3.15289396386135e-08	8.09762303389925e-09
"a163818"	2.70248054045258e-08	8.09762303389925e-09
"a164414"	1.5314056395898e-07	6.88297957881436e-08
"a164486"	2.88264590981609e-07	4.45369266864459e-08
"a164882"	5.13471302685991e-07	2.1863582191528e-07
"a165036"	4.23388618004238e-07	1.01220287923741e-07
"a165072"	4.32396886472413e-07	1.01220287923741e-07
"a165141"	5.17975436920078e-07	1.33610780059338e-07
"a165397"	3.04029060800916e-06	1.88269735538158e-06
"a165611"	1.39628161256717e-07	3.64393036525466e-09
"a165998"	2.79256322513434e-07	7.69274188220429e-08
"a166022"	3.78347275663362e-07	1.70050083711884e-07
"a16603"	9.45868189158404e-08	4.04881151694962e-09
"a166195"	3.01776993683872e-07	4.85857382033955e-08
"a166375"	1.80165369363506e-08	3.64393036525466e-09
"a166386"	5.40496108090517e-08	3.64393036525466e-09
"a166636"	6.75620135113146e-08	4.04881151694962e-09
"a166683"	2.52231517108908e-07	5.66833612372947e-08
"a16713"	8.55785504476651e-08	1.21464345508489e-08
"a167293"	8.10744162135775e-08	3.64393036525466e-09
"a167459"	2.65743919811171e-07	3.64393036525466e-08
"a167893"	1.17107490086279e-07	3.2390492135597e-08
"a168115"	1.7115710089533e-07	1.21464345508489e-08
"a168237"	2.61239785577083e-07	2.83416806186474e-08
"a168308"	1.75661235129418e-07	1.61952460677985e-08
"a168467"	5.08967168451903e-07	1.53854837644086e-07
"a168491"	1.12603355852191e-07	4.04881151694962e-09
"a168516"	1.62148832427155e-07	4.85857382033955e-08
"a168829"	1.35124027022629e-08	3.64393036525466e-09
"a168862"	8.10744162135775e-08	5.26345497203451e-08
"a168865"	7.4318214862446e-07	2.51026314050877e-07
"a169473"	7.20661477454022e-08	3.64393036525466e-08
"a170162"	1.48636429724892e-07	3.2390492135597e-08
"a170395"	5.40496108090517e-08	2.83416806186474e-08
"a170424"	2.38719114406645e-07	2.83416806186474e-08
"a170781"	6.30578792772269e-08	1.61952460677985e-08
"a170855"	2.34214980172557e-07	6.4780984271194e-08
"a171299"	2.74752188279346e-07	2.02440575847481e-08
"a171525"	1.46384362607848e-06	6.88297957881436e-07
"a171840"	1.93677772065768e-07	5.66833612372947e-08
"a171952"	7.52190417092636e-07	2.91514429220373e-07
"a172228"	5.85537450431393e-08	4.04881151694962e-09
"a172229"	2.02686040533944e-07	3.64393036525466e-09
"a17234"	3.60330738727011e-07	9.31226648898413e-08
"a172488"	5.40496108090517e-08	1.61952460677985e-08
"a172866"	4.19334897193559e-06	2.39689641803418e-06
"a172911"	1.89173637831681e-07	3.2390492135597e-08
"a172998"	2.16198443236207e-07	6.88297957881436e-08
"a173111"	3.28801799088398e-07	3.2390492135597e-08
"a173117"	9.45868189158404e-08	1.21464345508489e-08
"a173190"	3.15289396386135e-07	2.42928691016977e-08
"a173196"	8.33264833306213e-07	4.53466889898358e-07
"a173920"	4.32396886472413e-07	1.21464345508489e-07
"a174142"	1.08099221618103e-07	1.21464345508489e-08
"a174200"	1.21611624320366e-07	4.85857382033955e-08
"a174231"	2.07190174768031e-07	1.21464345508489e-08
"a174250"	6.6661186664497e-07	6.07321727542444e-08
"a174267"	1.39628161256717e-07	2.83416806186474e-08
"a174345"	1.80165369363506e-07	2.42928691016977e-08
"a174454"	1.48636429724892e-07	4.45369266864459e-08
"a174505"	8.51281370242564e-07	4.98003816584804e-07
"a175263"	6.44091195474532e-07	1.78147706745783e-07
"a17544"	5.40496108090517e-08	3.64393036525466e-09
"a175559"	2.79256322513434e-07	2.83416806186474e-08
"a175607"	1.39628161256717e-07	1.61952460677985e-08
"a175999"	2.07190174768031e-07	8.50250418559421e-08
"a176213"	1.26115758554454e-07	3.2390492135597e-08
"a176274"	9.9090953149928e-08	4.85857382033955e-08
"a176466"	2.02686040533944e-07	8.09762303389925e-09
"a177372"	4.05372081067887e-09	3.64393036525466e-09
"a177770"	1.57644698193067e-07	4.04881151694962e-08
"a17797"	2.38719114406645e-07	8.09762303389925e-09
"a178037"	8.55785504476651e-08	3.64393036525466e-09
"a178376"	1.30619892788542e-07	2.02440575847481e-08
"a178554"	4.9545476574964e-08	6.07321727542444e-08
"a178556"	5.35991973856429e-07	1.53854837644086e-07
"a178747"	9.45868189158404e-08	4.04881151694962e-09
"a178887"	9.9090953149928e-08	2.42928691016977e-08
"a179381"	3.15289396386135e-08	3.64393036525466e-09
"a17949"	6.53099463942708e-07	1.78147706745783e-07
"a1800"	1.57644698193067e-07	1.0931791095764e-07
"a180076"	1.39628161256717e-07	2.83416806186474e-08
"a180089"	1.44132295490804e-07	1.01220287923741e-07
"a180164"	2.65743919811171e-07	3.64393036525466e-08
"a180230"	1.44132295490804e-07	2.42928691016977e-08
"a180519"	1.80165369363506e-08	3.64393036525466e-09
"a180612"	1.93677772065768e-07	4.04881151694962e-08
"a180705"	2.43223248640732e-07	7.28786073050932e-08
"a180924"	2.34214980172557e-07	3.2390492135597e-08
"a181115"	3.64834872961099e-07	2.06489387364431e-07
"a181162"	1.68454620354878e-06	8.74543287661119e-07
"a181433"	9.00826846817528e-09	2.83416806186474e-08
"a181510"	7.11653208985847e-07	2.67221560118675e-07
"a181516"	2.25206711704382e-07	3.64393036525466e-08
"a181673"	6.98140806283584e-07	1.90294141296632e-07
"a181726"	8.10744162135775e-08	8.09762303389925e-09
"a181733"	7.20661477454022e-08	4.04881151694962e-09
"a181951"	1.08099221618103e-07	3.64393036525466e-09
"a18209"	3.15289396386135e-07	4.45369266864459e-08
"a182219"	1.82417436480549e-06	9.79812387101809e-07
"a182359"	2.70248054045258e-07	3.2390492135597e-08
"a182492"	5.40496108090517e-08	2.02440575847481e-08
"a182532"	1.93677772065768e-07	3.64393036525466e-09
"a182549"	5.85537450431393e-07	6.88297957881436e-08
"a182747"	4.05372081067887e-08	4.04881151694962e-09
"a18284"	9.00826846817528e-08	3.64393036525466e-08
"a182889"	1.30619892788542e-07	8.09762303389925e-08
"a183016"	3.01776993683872e-07	2.02440575847481e-08
"a183179"	1.68905033778286e-06	8.54299230076371e-07
"a183465"	2.61239785577083e-07	3.2390492135597e-08
"a183606"	1.44132295490804e-07	8.09762303389925e-09
"a183869"	4.40053914670362e-06	2.63577629753421e-06
"a183871"	7.20661477454022e-08	3.64393036525466e-09
"a184083"	2.79256322513434e-07	3.64393036525466e-08
"a184430"	2.25206711704382e-07	5.66833612372947e-08
"a184667"	3.46818336024748e-07	6.07321727542444e-08
"a184978"	4.63925826111027e-07	2.83416806186474e-07
"a185231"	1.57644698193067e-07	2.02440575847481e-08
"a185295"	1.66652966661243e-07	4.45369266864459e-08
"a185381"	3.69339007195186e-07	2.83416806186474e-08
"a185744"	1.08099221618103e-07	3.64393036525466e-09
"a186160"	3.15289396386135e-07	8.50250418559421e-08
"a186214"	3.15289396386135e-08	3.64393036525466e-09
"a186338"	2.25206711704382e-08	4.04881151694962e-09
"a186398"	8.10744162135775e-08	2.02440575847481e-08
"a18649"	8.10744162135775e-08	8.09762303389925e-09
"a186573"	1.35124027022629e-08	3.64393036525466e-09
"a186704"	1.66652966661243e-07	2.83416806186474e-08
"a18675"	5.81033316197305e-07	2.63172748601726e-07
"a186983"	3.69339007195186e-07	1.66001272194935e-07
"a187396"	1.35124027022629e-07	1.61952460677985e-08
"a187516"	1.93677772065768e-07	3.2390492135597e-08
"a187609"	5.7202504772913e-07	2.42928691016977e-07
"a187796"	3.33305933322485e-07	8.09762303389925e-08
"a188026"	2.02686040533944e-07	6.07321727542444e-08
"a188027"	3.15289396386135e-07	8.09762303389925e-08
"a188614"	4.05372081067887e-08	3.64393036525466e-09
"a188937"	6.6661186664497e-07	3.56295413491567e-07
